game_number,game_type,player_id,year_group,player_name,position,team,team_score,opponent,opponent_score,game_outcome,winner,past_meeting,played_game,starter,two_pt_make,two_pt_miss,three_pt_make,three_pt_miss,ft_make,ft_miss,fg_made,fg_miss,fg_attempts,fg_pct,three_pt_pct,ft_pct,reb,ast,stl,blk,fouls,pts,efficiency,minutes,experience,team_strength
9,Regular Season,23,2025,Papa Yaw,Center,Longshots,42,Hillblazers,21,Won,Longshots,,Yes,Starter,4.0,3.0,0.0,0.0,4.0,4.0,4.0,3.0,7.0,57.14,No shots attempted,50,9.0,0.0,0.0,2.0,1.0,12,23.0,37,Rookie,74
10,Regular Season,23,2025,Papa Yaw,Center,Longshots,39,Los Astros,18,Won,Longshots,,Yes,Starter,5.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,71.43,No shots attempted,No shots attempted,10.0,0.0,0.0,3.0,0.0,10,26.0,40,Rookie,74
11,Regular Season,23,2025,Papa Yaw,Guard,Longshots,52,Berekuso Warriors,45,Won,Longshots,,Yes,Starter,5.0,2.0,0.0,1.0,0.0,2.0,5.0,3.0,8.0,62.5,0,0,8.0,0.0,1.0,0.0,0.0,10,19.0,22,Rookie,74
12,Regular Season,23,2025,Papa Yaw,Guard,Longshots,45,Hillblazers,39,Won,Longshots,Won,Yes,Starter,1.0,3.0,0.0,0.0,1.0,3.0,1.0,3.0,4.0,25,No shots attempted,25,7.0,1.0,0.0,0.0,1.0,3,6.0,29,Rookie,74
7,Regular Season,23,2025,Papa Yaw,Guard,Longshots,55,Ashknights,56,Lost,Ashknights,Lost,Yes,Substitute,2.0,3.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,40,No shots attempted,50,7.0,1.0,1.0,1.0,4.0,5,10.0,24,Rookie,74
13,Regular Season,23,2025,Papa Yaw,Guard,Longshots,51,Los Astros,40,Won,Longshots,Won,Yes,Substitute,6.0,4.0,0.0,1.0,2.0,2.0,6.0,5.0,11.0,54.55,0,50,9.0,2.0,2.0,1.0,0.0,14,29.0,26,Rookie,74
14,Regular Season,23,2025,Papa Yaw,Guard,Longshots,49,Berekuso Warriors,38,Won,Longshots,Won,Yes,Substitute,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,40,No shots attempted,No shots attempted,8.0,1.0,1.0,2.0,1.0,4,14.0,39,Rookie,74
9,Regular Season,24,2025,Bright Kordorwu,Guard,Longshots,42,Hillblazers,21,Won,Longshots,,Yes,Substitute,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100,No shots attempted,No shots attempted,1.0,0.0,2.0,0.0,0.0,2,6.0,29,Rookie,74
10,Regular Season,24,2025,Bright Kordorwu,Guard,Longshots,39,Los Astros,18,Won,Longshots,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,40,Rookie,74
11,Regular Season,24,2025,Bright Kordorwu,Forward,Longshots,52,Berekuso Warriors,45,Won,Longshots,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,33,Rookie,74
12,Regular Season,24,2025,Bright Kordorwu,Guard,Longshots,45,Hillblazers,39,Won,Longshots,Won,Yes,Substitute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No shots attempted,No shots attempted,No shots attempted,2.0,0.0,0.0,0.0,0.0,0,2.0,21,Rookie,74
7,Regular Season,24,2025,Bright Kordorwu,Guard,Longshots,55,Ashknights,56,Lost,Ashknights,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,28,Rookie,74
13,Regular Season,24,2025,Bright Kordorwu,Guard,Longshots,51,Los Astros,40,Won,Longshots,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,27,Rookie,74
14,Regular Season,24,2025,Bright Kordorwu,Forward,Longshots,49,Berekuso Warriors,38,Won,Longshots,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,28,Rookie,74
9,Regular Season,25,2026,Arnold,Center,Longshots,42,Hillblazers,21,Won,Longshots,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,32,,74
10,Regular Season,25,2026,Arnold,Forward,Longshots,39,Los Astros,18,Won,Longshots,,Yes,Substitute,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,50,0,No shots attempted,3.0,0.0,2.0,0.0,1.0,2,6.0,24,,74
11,Regular Season,25,2026,Arnold,Guard,Longshots,52,Berekuso Warriors,45,Won,Longshots,,Yes,Substitute,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0,No shots attempted,0,4.0,0.0,0.0,0.0,1.0,0,0.0,23,,74
12,Regular Season,25,2026,Arnold,Center,Longshots,45,Hillblazers,39,Won,Longshots,Won,Yes,Substitute,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,50,No shots attempted,No shots attempted,4.0,1.0,1.0,0.0,1.0,2,7.0,21,,74
7,Regular Season,25,2026,Arnold,Guard,Longshots,55,Ashknights,56,Lost,Ashknights,Lost,Yes,Starter,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,50,0,No shots attempted,5.0,0.0,0.0,0.0,0.0,2,7.0,35,,74
13,Regular Season,25,2026,Arnold,Guard,Longshots,51,Los Astros,40,Won,Longshots,Won,Yes,Starter,1.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,5.0,40,33.33,No shots attempted,4.0,2.0,0.0,0.0,0.0,5,10.0,28,,74
14,Regular Season,25,2026,Arnold,Center,Longshots,49,Berekuso Warriors,38,Won,Longshots,Won,Yes,Starter,1.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,25,No shots attempted,50,6.0,1.0,2.0,0.0,3.0,3,7.0,22,,74
9,Regular Season,26,2028,Tetteh Quayenortey,Center,Longshots,42,Hillblazers,21,Won,Longshots,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,37,,74
10,Regular Season,26,2028,Tetteh Quayenortey,Guard,Longshots,39,Los Astros,18,Won,Longshots,,Yes,Substitute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No shots attempted,No shots attempted,No shots attempted,1.0,2.0,0.0,0.0,0.0,0,3.0,25,,74
11,Regular Season,26,2028,Tetteh Quayenortey,Center,Longshots,52,Berekuso Warriors,45,Won,Longshots,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,37,,74
12,Regular Season,26,2028,Tetteh Quayenortey,Guard,Longshots,45,Hillblazers,39,Won,Longshots,Won,Yes,Substitute,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,No shots attempted,No shots attempted,0,1.0,0.0,0.0,0.0,0.0,0,-1.0,22,,74
7,Regular Season,26,2028,Tetteh Quayenortey,Forward,Longshots,55,Ashknights,56,Lost,Ashknights,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,24,,74
13,Regular Season,26,2028,Tetteh Quayenortey,Center,Longshots,51,Los Astros,40,Won,Longshots,Won,Yes,Substitute,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,No shots attempted,2.0,1.0,1.0,0.0,0.0,0,3.0,34,,74
14,Regular Season,26,2028,Tetteh Quayenortey,Center,Longshots,49,Berekuso Warriors,38,Won,Longshots,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,38,,74
9,Regular Season,27,2028,Rydwan Elvis Da Silva,Guard,Longshots,42,Hillblazers,21,Won,Longshots,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,37,,74
10,Regular Season,27,2028,Rydwan Elvis Da Silva,Forward,Longshots,39,Los Astros,18,Won,Longshots,,Yes,Substitute,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,No shots attempted,No shots attempted,0.0,0.0,0.0,0.0,0.0,0,-1.0,30,,74
11,Regular Season,27,2028,Rydwan Elvis Da Silva,Guard,Longshots,52,Berekuso Warriors,45,Won,Longshots,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,35,,74
12,Regular Season,27,2028,Rydwan Elvis Da Silva,Guard,Longshots,45,Hillblazers,39,Won,Longshots,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,40,,74
7,Regular Season,27,2028,Rydwan Elvis Da Silva,Guard,Longshots,55,Ashknights,56,Lost,Ashknights,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,37,,74
13,Regular Season,27,2028,Rydwan Elvis Da Silva,Guard,Longshots,51,Los Astros,40,Won,Longshots,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,39,,74
14,Regular Season,27,2028,Rydwan Elvis Da Silva,Guard,Longshots,49,Berekuso Warriors,38,Won,Longshots,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,39,,74
9,Regular Season,28,2028,Yaw Firempong,Guard,Longshots,42,Hillblazers,21,Won,Longshots,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,34,,74
10,Regular Season,28,2028,Yaw Firempong,Forward,Longshots,39,Los Astros,18,Won,Longshots,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,31,,74
11,Regular Season,28,2028,Yaw Firempong,Guard,Longshots,52,Berekuso Warriors,45,Won,Longshots,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,31,,74
12,Regular Season,28,2028,Yaw Firempong,Guard,Longshots,45,Hillblazers,39,Won,Longshots,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,28,,74
7,Regular Season,28,2028,Yaw Firempong,Center,Longshots,55,Ashknights,56,Lost,Ashknights,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,35,,74
13,Regular Season,28,2028,Yaw Firempong,Guard,Longshots,51,Los Astros,40,Won,Longshots,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,30,,74
14,Regular Season,28,2028,Yaw Firempong,Forward,Longshots,49,Berekuso Warriors,38,Won,Longshots,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,29,,74
9,Regular Season,29,2028,Cameron Safo,Forward,Longshots,42,Hillblazers,21,Won,Longshots,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,30,,74
10,Regular Season,29,2028,Cameron Safo,Center,Longshots,39,Los Astros,18,Won,Longshots,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,27,,74
11,Regular Season,29,2028,Cameron Safo,Guard,Longshots,52,Berekuso Warriors,45,Won,Longshots,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,34,,74
12,Regular Season,29,2028,Cameron Safo,Forward,Longshots,45,Hillblazers,39,Won,Longshots,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,40,,74
7,Regular Season,29,2028,Cameron Safo,Center,Longshots,55,Ashknights,56,Lost,Ashknights,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,27,,74
13,Regular Season,29,2028,Cameron Safo,Guard,Longshots,51,Los Astros,40,Won,Longshots,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,22,,74
14,Regular Season,29,2028,Cameron Safo,Guard,Longshots,49,Berekuso Warriors,38,Won,Longshots,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,33,,74
15,Regular Season,30,2027,Raymond,Forward,Hillblazers,41,Los Astros,31,Won,Hillblazers,,Yes,Starter,0.0,4.0,1.0,4.0,2.0,2.0,1.0,8.0,9.0,11.11,20,50,2.0,7.0,7.0,2.0,3.0,5,13.0,36,,62
15,Regular Season,31,2027,Ato,Guard,Hillblazers,41,Los Astros,31,Won,Hillblazers,,Yes,Starter,2.0,1.0,0.0,1.0,,0.0,2.0,2.0,4.0,50,0,No shots attempted,3.0,0.0,0.0,0.0,0.0,4,7.0,30,,62
15,Regular Season,32,2027,Awindor,Guard,Hillblazers,41,Los Astros,31,Won,Hillblazers,,Yes,Starter,5.0,11.0,0.0,4.0,5.0,7.0,5.0,15.0,20.0,25,0,41.67,8.0,2.0,4.0,1.0,2.0,15,16.0,38,,62
15,Regular Season,33,2027,Nigel,Center,Hillblazers,41,Los Astros,31,Won,Hillblazers,,Yes,Starter,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,100,No shots attempted,0,6.0,0.0,4.0,3.0,2.0,4,12.0,35,,62
15,Regular Season,34,2027,Bastien,Guard,Hillblazers,41,Los Astros,31,Won,Hillblazers,,Yes,Substitute,2.0,3.0,0.0,2.0,2.0,3.0,2.0,5.0,7.0,28.57,0,40,1.0,0.0,0.0,0.0,3.0,6,0.0,29,,62
15,Regular Season,35,2026,Nene,Guard,Hillblazers,41,Los Astros,31,Won,Hillblazers,,Yes,Substitute,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,100,No shots attempted,0,3.0,1.0,0.0,0.0,2.0,2,3.0,24,,62
15,Regular Season,36,2028,Faiz,Forward,Hillblazers,41,Los Astros,31,Won,Hillblazers,,Yes,Substitute,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,No shots attempted,No shots attempted,2.0,0.0,0.0,0.0,0.0,0,1.0,40,,62
15,Regular Season,37,2026,Kwamena,Forward,Hillblazers,41,Los Astros,31,Won,Hillblazers,,Yes,Starter,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,100,No shots attempted,33.33,9.0,2.0,0.0,0.0,0.0,5,17.0,25,,62
15,Regular Season,38,2026,Moses,Center,Hillblazers,41,Los Astros,31,Won,Hillblazers,,Yes,Substitute,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0,No shots attempted,0,0.0,0.0,0.0,0.0,0.0,0,-4.0,35,,62
15,Regular Season,39,2028,Solo,Forward,Hillblazers,41,Los Astros,31,Won,Hillblazers,,Yes,Substitute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No shots attempted,No shots attempted,No shots attempted,1.0,0.0,1.0,0.0,0.0,0,2.0,25,,62
15,Regular Season,40,2027,Serweh,Forward,Hillblazers,41,Los Astros,31,Won,Hillblazers,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,32,,62
15,Regular Season,41,2028,Asher,Center,Hillblazers,41,Los Astros,31,Won,Hillblazers,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,34,,62
15,Regular Season,42,2027,Mizzy,Forward,Hillblazers,41,Los Astros,31,Won,Hillblazers,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,36,,62
15,Regular Season,43,2027,Smart,Guard,Hillblazers,41,Los Astros,31,Won,Hillblazers,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,25,,62
15,Regular Season,44,2027,Daniel,Guard,Hillblazers,41,Los Astros,31,Won,Hillblazers,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,40,,62
16,Regular Season,30,2027,Raymond,Guard,Hillblazers,37,Berekuso Warriors,36,Won,Hillblazers,,Yes,Starter,1.0,4.0,4.0,2.0,1.0,2.0,5.0,6.0,11.0,45.45,66.67,33.33,5.0,6.0,5.0,0.0,0.0,15,29.0,35,,62
9,Regular Season,30,2027,Raymond,Center,Hillblazers,26,Longshots,42,Lost,Longshots,,Yes,Starter,1.0,2.0,0.0,3.0,0.0,0.0,1.0,5.0,6.0,16.67,0,No shots attempted,0.0,1.0,0.0,0.0,0.0,2,-1.0,34,,62
4,Regular Season,30,2027,Raymond,Center,Hillblazers,23,Ashknights,42,Lost,Ashknights,,Yes,Starter,0.0,2.0,1.0,3.0,0.0,0.0,1.0,5.0,6.0,16.67,25,No shots attempted,3.0,2.0,1.0,0.0,1.0,3,4.0,35,,62
12,Regular Season,30,2027,Raymond,Center,Hillblazers,39,Longshots,45,Lost,Longshots,Lost,Yes,Starter,4.0,5.0,1.0,3.0,0.0,0.0,5.0,8.0,13.0,38.46,25,No shots attempted,3.0,6.0,4.0,0.0,2.0,11,19.0,27,,62
17,Regular Season,30,2027,Raymond,Forward,Hillblazers,50,Los Astros,19,Won,Hillblazers,Won,Yes,Starter,3.0,2.0,0.0,2.0,0.0,0.0,3.0,4.0,7.0,42.86,0,No shots attempted,6.0,6.0,6.0,0.0,0.0,6,23.0,27,,62
8,Regular Season,30,2027,Raymond,Guard,Hillblazers,47,Ashknights,56,Lost,Ashknights,Lost,Yes,Starter,2.0,3.0,1.0,3.0,0.0,0.0,3.0,6.0,9.0,33.33,25,No shots attempted,2.0,6.0,2.0,0.0,4.0,7,10.0,36,,62
18,Regular Season,30,2027,Raymond,Forward,Hillblazers,48,Berekuso Warriors,32,Won,Hillblazers,Won,Yes,Starter,6.0,1.0,0.0,3.0,0.0,2.0,6.0,4.0,10.0,60,0,0,3.0,6.0,2.0,1.0,0.0,12,24.0,36,,62
16,Regular Season,31,2027,Ato,Forward,Hillblazers,37,Berekuso Warriors,36,Won,Hillblazers,,Yes,Starter,2.0,4.0,0.0,4.0,0.0,0.0,2.0,8.0,10.0,20,0,No shots attempted,1.0,0.0,3.0,2.0,0.0,4,4.0,33,,62
9,Regular Season,31,2027,Ato,Forward,Hillblazers,26,Longshots,42,Lost,Longshots,,Yes,Starter,2.0,3.0,1.0,3.0,0.0,0.0,3.0,6.0,9.0,33.33,25,No shots attempted,3.0,0.0,2.0,0.0,1.0,7,8.0,36,,62
4,Regular Season,31,2027,Ato,Forward,Hillblazers,23,Ashknights,42,Lost,Ashknights,,Yes,Starter,0.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,0,0,No shots attempted,3.0,1.0,3.0,0.0,4.0,0,-2.0,34,,62
12,Regular Season,31,2027,Ato,Center,Hillblazers,39,Longshots,45,Lost,Longshots,Lost,Yes,Substitute,0.0,3.0,0.0,1.0,0.0,2.0,0.0,4.0,4.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,-5.0,20,,62
17,Regular Season,31,2027,Ato,Center,Hillblazers,50,Los Astros,19,Won,Hillblazers,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,36,,62
8,Regular Season,31,2027,Ato,Guard,Hillblazers,47,Ashknights,56,Lost,Ashknights,Lost,Yes,Starter,2.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,5.0,60,33.33,No shots attempted,6.0,2.0,2.0,1.0,1.0,0,11.0,28,,62
18,Regular Season,31,2027,Ato,Center,Hillblazers,48,Berekuso Warriors,32,Won,Hillblazers,Won,Yes,Starter,5.0,3.0,2.0,2.0,0.0,0.0,7.0,5.0,12.0,58.33,50,No shots attempted,10.0,2.0,3.0,0.0,2.0,0,15.0,36,,62
16,Regular Season,32,2027,Awindor,Guard,Hillblazers,37,Berekuso Warriors,36,Won,Hillblazers,,Yes,Starter,2.0,6.0,2.0,6.0,3.0,1.0,4.0,12.0,16.0,25,25,75,7.0,1.0,0.0,0.0,1.0,0,1.0,31,,62
9,Regular Season,32,2027,Awindor,Center,Hillblazers,26,Longshots,42,Lost,Longshots,,Yes,Starter,4.0,2.0,0.0,4.0,1.0,6.0,4.0,6.0,10.0,40,0,14.29,4.0,2.0,4.0,0.0,1.0,0,2.0,39,,62
4,Regular Season,32,2027,Awindor,Guard,Hillblazers,23,Ashknights,42,Lost,Ashknights,,Yes,Starter,2.0,9.0,0.0,4.0,3.0,3.0,2.0,13.0,15.0,13.33,0,50,10.0,2.0,1.0,1.0,2.0,0,1.0,29,,62
12,Regular Season,32,2027,Awindor,Center,Hillblazers,39,Longshots,45,Lost,Longshots,Lost,Yes,Starter,1.0,7.0,0.0,5.0,1.0,1.0,1.0,12.0,13.0,7.69,0,50,5.0,4.0,0.0,0.0,0.0,0,-2.0,23,,62
17,Regular Season,32,2027,Awindor,Forward,Hillblazers,50,Los Astros,19,Won,Hillblazers,Won,Yes,Starter,1.0,7.0,2.0,6.0,5.0,2.0,3.0,13.0,16.0,18.75,25,71.43,3.0,2.0,2.0,1.0,0.0,0,1.0,32,,62
8,Regular Season,32,2027,Awindor,Forward,Hillblazers,47,Ashknights,56,Lost,Ashknights,Lost,Yes,Starter,3.0,0.0,2.0,6.0,0.0,0.0,5.0,6.0,11.0,45.45,25,No shots attempted,6.0,2.0,1.0,1.0,1.0,0,8.0,37,,62
18,Regular Season,32,2027,Awindor,Forward,Hillblazers,48,Berekuso Warriors,32,Won,Hillblazers,Won,Yes,Starter,2.0,8.0,0.0,6.0,4.0,1.0,2.0,14.0,16.0,12.5,0,80,11.0,4.0,2.0,4.0,0.0,0,12.0,27,,62
16,Regular Season,33,2027,Nigel,Center,Hillblazers,37,Berekuso Warriors,36,Won,Hillblazers,,Yes,Starter,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,66.67,No shots attempted,0,6.0,0.0,1.0,2.0,1.0,0,7.0,39,,62
9,Regular Season,33,2027,Nigel,Forward,Hillblazers,26,Longshots,42,Lost,Longshots,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,20,,62
4,Regular Season,33,2027,Nigel,Forward,Hillblazers,23,Ashknights,42,Lost,Ashknights,,Yes,Starter,1.0,7.0,0.0,0.0,1.0,1.0,1.0,7.0,8.0,12.5,No shots attempted,50,11.0,0.0,2.0,0.0,0.0,0,7.0,25,,62
12,Regular Season,33,2027,Nigel,Forward,Hillblazers,39,Longshots,45,Lost,Longshots,Lost,Yes,Starter,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0,No shots attempted,50,7.0,0.0,0.0,6.0,4.0,0,6.0,21,,62
17,Regular Season,33,2027,Nigel,Forward,Hillblazers,50,Los Astros,19,Won,Hillblazers,Won,Yes,Starter,1.0,4.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,20,No shots attempted,50,5.0,0.0,0.0,3.0,0.0,0,5.0,35,,62
8,Regular Season,33,2027,Nigel,Forward,Hillblazers,47,Ashknights,56,Lost,Ashknights,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,34,,62
18,Regular Season,33,2027,Nigel,Center,Hillblazers,48,Berekuso Warriors,32,Won,Hillblazers,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,20,,62
16,Regular Season,34,2028,Bastien,Guard,Hillblazers,37,Berekuso Warriors,36,Won,Hillblazers,,Yes,Substitute,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0,0,No shots attempted,0.0,1.0,1.0,0.0,0.0,0,0.0,37,,62
9,Regular Season,34,2028,Bastien,Guard,Hillblazers,26,Longshots,42,Lost,Longshots,,Yes,Starter,2.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,50,0,0,0.0,1.0,0.0,0.0,1.0,0,-1.0,37,,62
4,Regular Season,34,2028,Bastien,Guard,Hillblazers,23,Ashknights,42,Lost,Ashknights,,Yes,Starter,3.0,5.0,0.0,6.0,0.0,0.0,3.0,11.0,14.0,21.43,0,No shots attempted,2.0,0.0,0.0,0.0,0.0,0,-6.0,32,,62
12,Regular Season,34,2028,Bastien,Forward,Hillblazers,39,Longshots,45,Lost,Longshots,Lost,Yes,Starter,8.0,0.0,2.0,6.0,0.0,0.0,10.0,6.0,16.0,62.5,25,No shots attempted,0.0,1.0,4.0,0.0,2.0,0,7.0,40,,62
17,Regular Season,34,2028,Bastien,Guard,Hillblazers,50,Los Astros,19,Won,Hillblazers,Won,Yes,Starter,7.0,4.0,0.0,5.0,0.0,0.0,7.0,9.0,16.0,43.75,0,No shots attempted,2.0,0.0,3.0,0.0,0.0,0,3.0,37,,62
8,Regular Season,34,2028,Bastien,Forward,Hillblazers,47,Ashknights,56,Lost,Ashknights,Lost,Yes,Starter,2.0,2.0,3.0,4.0,2.0,0.0,5.0,6.0,11.0,45.45,42.86,100,2.0,1.0,0.0,0.0,1.0,0,3.0,29,,62
18,Regular Season,34,2028,Bastien,Forward,Hillblazers,48,Berekuso Warriors,32,Won,Hillblazers,Won,Yes,Starter,3.0,4.0,1.0,3.0,1.0,1.0,4.0,7.0,11.0,36.36,25,50,3.0,3.0,3.0,1.0,1.0,10,16.0,21,,62
16,Regular Season,35,2026,Nene,Center,Hillblazers,37,Berekuso Warriors,36,Won,Hillblazers,,Yes,Substitute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No shots attempted,No shots attempted,No shots attempted,4.0,0.0,0.0,0.0,2.0,0,2.0,34,,62
9,Regular Season,35,2026,Nene,Center,Hillblazers,26,Longshots,42,Lost,Longshots,,Yes,Substitute,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,50,No shots attempted,0,0.0,0.0,0.0,1.0,5.0,2,-4.0,27,,62
4,Regular Season,35,2026,Nene,Forward,Hillblazers,23,Ashknights,42,Lost,Ashknights,,Yes,Substitute,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,No shots attempted,No shots attempted,0.0,0.0,1.0,0.0,0.0,0,0.0,21,,62
12,Regular Season,35,2026,Nene,Forward,Hillblazers,39,Longshots,45,Lost,Longshots,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,40,,62
17,Regular Season,35,2026,Nene,Center,Hillblazers,50,Los Astros,19,Won,Hillblazers,Won,Yes,Substitute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No shots attempted,No shots attempted,No shots attempted,1.0,0.0,0.0,0.0,2.0,0,-1.0,32,,62
8,Regular Season,35,2026,Nene,Guard,Hillblazers,47,Ashknights,56,Lost,Ashknights,Lost,Yes,Substitute,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,No shots attempted,No shots attempted,2.0,0.0,0.0,0.0,0.0,0,1.0,39,,62
18,Regular Season,35,2026,Nene,Center,Hillblazers,48,Berekuso Warriors,32,Won,Hillblazers,Won,Yes,Substitute,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,No shots attempted,No shots attempted,1.0,0.0,0.0,1.0,1.0,0,-1.0,32,,62
16,Regular Season,36,2028,Faiz,Center,Hillblazers,37,Berekuso Warriors,36,Won,Hillblazers,,Yes,Substitute,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0,0,No shots attempted,4.0,0.0,0.0,0.0,0.0,0,1.0,34,,62
9,Regular Season,36,2028,Faiz,Center,Hillblazers,26,Longshots,42,Lost,Longshots,,Yes,Substitute,1.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,4.0,25,0,No shots attempted,1.0,0.0,1.0,0.0,5.0,2,-3.0,28,,62
4,Regular Season,36,2028,Faiz,Guard,Hillblazers,23,Ashknights,42,Lost,Ashknights,,Yes,Substitute,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,50,No shots attempted,0,1.0,0.0,0.0,0.0,1.0,2,1.0,25,,62
