game_number,game_type,player_id,year_group,player_name,position,team,team_score,opponent,opponent_score,game_outcome,winner,past_meeting,played_game,starter,two_pt_make,two_pt_miss,three_pt_make,three_pt_miss,ft_make,ft_miss,fg_made,fg_miss,fg_attempts,fg_pct,three_pt_pct,ft_pct,reb,ast,stl,blk,fouls,pts,efficiency,minutes,experience,team_strength
12,Regular Season,36,2028,Faiz,Center,Hillblazers,39,Longshots,45,Lost,Longshots,Lost,Yes,Substitute,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,No shots attempted,No shots attempted,4.0,0.0,0.0,0.0,2.0,0,0.0,22,,62
17,Regular Season,36,2028,Faiz,Center,Hillblazers,50,Los Astros,19,Won,Hillblazers,Won,Yes,Substitute,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,25,0,100,5.0,0.0,1.0,0.0,2.0,3,6.0,21,,62
8,Regular Season,36,2028,Faiz,Forward,Hillblazers,47,Ashknights,56,Lost,Ashknights,Lost,Yes,Starter,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,33.33,0,100,3.0,1.0,0.0,0.0,4.0,4,5.0,25,,62
18,Regular Season,36,2028,Faiz,Guard,Hillblazers,48,Berekuso Warriors,32,Won,Hillblazers,Won,Yes,Starter,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0,No shots attempted,No shots attempted,4.0,1.0,1.0,0.0,1.0,0,1.0,22,,62
16,Regular Season,37,2026,Kwamena,Center,Hillblazers,37,Berekuso Warriors,36,Won,Hillblazers,,Yes,Starter,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,No shots attempted,50,1.0,0.0,2.0,0.0,0.0,1,3.0,23,,62
9,Regular Season,37,2026,Kwamena,Center,Hillblazers,26,Longshots,42,Lost,Longshots,,Yes,Starter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No shots attempted,No shots attempted,No shots attempted,9.0,2.0,2.0,0.0,3.0,0,10.0,38,,62
4,Regular Season,37,2026,Kwamena,Center,Hillblazers,23,Ashknights,42,Lost,Ashknights,,Yes,Substitute,1.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,5.0,20,0,No shots attempted,5.0,0.0,0.0,0.0,0.0,2,4.0,30,,62
12,Regular Season,37,2026,Kwamena,Forward,Hillblazers,39,Longshots,45,Lost,Longshots,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,34,,62
17,Regular Season,37,2026,Kwamena,Guard,Hillblazers,50,Los Astros,19,Won,Hillblazers,Won,Yes,Starter,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,50,50,No shots attempted,3.0,2.0,0.0,1.0,0.0,5,11.0,20,,62
8,Regular Season,37,2026,Kwamena,Center,Hillblazers,47,Ashknights,56,Lost,Ashknights,Lost,Yes,Substitute,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0,0,No shots attempted,3.0,2.0,1.0,0.0,1.0,0,2.0,23,,62
18,Regular Season,37,2026,Kwamena,Forward,Hillblazers,48,Berekuso Warriors,32,Won,Hillblazers,Won,Yes,Substitute,1.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,25,0,No shots attempted,1.0,0.0,1.0,0.0,0.0,2,2.0,31,,62
16,Regular Season,38,2026,Moses,Center,Hillblazers,37,Berekuso Warriors,36,Won,Hillblazers,,Yes,Substitute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No shots attempted,No shots attempted,No shots attempted,0.0,0.0,0.0,0.0,0.0,0,0.0,40,,62
9,Regular Season,38,2026,Moses,Forward,Hillblazers,26,Longshots,42,Lost,Longshots,,Yes,Substitute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No shots attempted,No shots attempted,No shots attempted,0.0,1.0,1.0,0.0,2.0,0,0.0,23,,62
4,Regular Season,38,2026,Moses,Guard,Hillblazers,23,Ashknights,42,Lost,Ashknights,,Yes,Substitute,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0,No shots attempted,No shots attempted,2.0,0.0,0.0,0.0,0.0,0,-2.0,24,,62
12,Regular Season,38,2026,Moses,Forward,Hillblazers,39,Longshots,45,Lost,Longshots,Lost,Yes,Substitute,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,50,No shots attempted,No shots attempted,4.0,0.0,0.0,0.0,1.0,2,5.0,23,,62
17,Regular Season,38,2026,Moses,Forward,Hillblazers,50,Los Astros,19,Won,Hillblazers,Won,Yes,Substitute,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0,No shots attempted,100,2.0,0.0,1.0,0.0,1.0,2,4.0,40,,62
8,Regular Season,38,2026,Moses,Center,Hillblazers,47,Ashknights,56,Lost,Ashknights,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,40,,62
18,Regular Season,38,2026,Moses,Center,Hillblazers,48,Berekuso Warriors,32,Won,Hillblazers,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,29,,62
16,Regular Season,39,2028,Solo,Center,Hillblazers,37,Berekuso Warriors,36,Won,Hillblazers,,Yes,Substitute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No shots attempted,No shots attempted,No shots attempted,0.0,0.0,0.0,0.0,0.0,0,0.0,34,,62
9,Regular Season,39,2028,Solo,Forward,Hillblazers,26,Longshots,42,Lost,Longshots,,Yes,Substitute,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0,0,No shots attempted,1.0,1.0,0.0,0.0,3.0,0,-3.0,23,,62
4,Regular Season,39,2028,Solo,Forward,Hillblazers,23,Ashknights,42,Lost,Ashknights,,Yes,Substitute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No shots attempted,No shots attempted,No shots attempted,1.0,0.0,0.0,0.0,0.0,0,1.0,24,,62
12,Regular Season,39,2028,Solo,Guard,Hillblazers,39,Longshots,45,Lost,Longshots,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,39,,62
17,Regular Season,39,2028,Solo,Guard,Hillblazers,50,Los Astros,19,Won,Hillblazers,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,38,,62
8,Regular Season,39,2028,Solo,Forward,Hillblazers,47,Ashknights,56,Lost,Ashknights,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,23,,62
18,Regular Season,39,2028,Solo,Center,Hillblazers,48,Berekuso Warriors,32,Won,Hillblazers,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,20,,62
16,Regular Season,40,2027,Serweh,Guard,Hillblazers,37,Berekuso Warriors,36,Won,Hillblazers,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,37,,62
9,Regular Season,40,2027,Serweh,Guard,Hillblazers,26,Longshots,42,Lost,Longshots,,Yes,Substitute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No shots attempted,0,0,2.0,0.0,0.0,0.0,1.0,0,1.0,20,,62
4,Regular Season,40,2027,Serweh,Center,Hillblazers,23,Ashknights,42,Lost,Ashknights,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,27,,62
12,Regular Season,40,2027,Serweh,Forward,Hillblazers,39,Longshots,45,Lost,Longshots,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,34,,62
17,Regular Season,40,2027,Serweh,Forward,Hillblazers,50,Los Astros,19,Won,Hillblazers,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,25,,62
8,Regular Season,40,2027,Serweh,Center,Hillblazers,47,Ashknights,56,Lost,Ashknights,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,36,,62
18,Regular Season,40,2027,Serweh,Forward,Hillblazers,48,Berekuso Warriors,32,Won,Hillblazers,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,32,,62
16,Regular Season,41,2028,Asher,Guard,Hillblazers,37,Berekuso Warriors,36,Won,Hillblazers,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,20,,62
9,Regular Season,41,2028,Asher,Forward,Hillblazers,26,Longshots,42,Lost,Longshots,,Yes,Substitute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No shots attempted,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,37,,62
4,Regular Season,41,2028,Asher,Center,Hillblazers,23,Ashknights,42,Lost,Ashknights,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,25,,62
12,Regular Season,41,2028,Asher,Center,Hillblazers,39,Longshots,45,Lost,Longshots,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,26,,62
17,Regular Season,41,2028,Asher,Center,Hillblazers,50,Los Astros,19,Won,Hillblazers,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,21,,62
8,Regular Season,41,2028,Asher,Guard,Hillblazers,47,Ashknights,56,Lost,Ashknights,Lost,Yes,Substitute,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,100,No shots attempted,0,0.0,0.0,0.0,0.0,1.0,2,1.0,35,,62
18,Regular Season,41,2028,Asher,Guard,Hillblazers,48,Berekuso Warriors,32,Won,Hillblazers,Won,Yes,Substitute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No shots attempted,No shots attempted,No shots attempted,1.0,0.0,0.0,0.0,0.0,0,1.0,30,,62
16,Regular Season,42,2027,Mizzy,Forward,Hillblazers,37,Berekuso Warriors,36,Won,Hillblazers,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,25,,62
9,Regular Season,42,2027,Mizzy,Guard,Hillblazers,26,Longshots,42,Lost,Longshots,,Yes,Substitute,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,-1.0,27,,62
4,Regular Season,42,2027,Mizzy,Forward,Hillblazers,23,Ashknights,42,Lost,Ashknights,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,35,,62
12,Regular Season,42,2027,Mizzy,Center,Hillblazers,39,Longshots,45,Lost,Longshots,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,35,,62
17,Regular Season,42,2027,Mizzy,Guard,Hillblazers,50,Los Astros,19,Won,Hillblazers,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,37,,62
8,Regular Season,42,2027,Mizzy,Forward,Hillblazers,47,Ashknights,56,Lost,Ashknights,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,21,,62
18,Regular Season,42,2027,Mizzy,Center,Hillblazers,48,Berekuso Warriors,32,Won,Hillblazers,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,21,,62
16,Regular Season,43,2028,Smart,Forward,Hillblazers,37,Berekuso Warriors,36,Won,Hillblazers,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,20,,62
9,Regular Season,43,2028,Smart,Forward,Hillblazers,26,Longshots,42,Lost,Longshots,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,22,,62
4,Regular Season,43,2028,Smart,Forward,Hillblazers,23,Ashknights,42,Lost,Ashknights,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,29,,62
12,Regular Season,43,2028,Smart,Center,Hillblazers,39,Longshots,45,Lost,Longshots,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,39,,62
17,Regular Season,43,2028,Smart,Forward,Hillblazers,50,Los Astros,19,Won,Hillblazers,Won,Yes,Substitute,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,100,0,0,2.0,0.0,0.0,0.0,0.0,4,8.0,32,,62
8,Regular Season,43,2028,Smart,Forward,Hillblazers,47,Ashknights,56,Lost,Ashknights,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,33,,62
18,Regular Season,43,2028,Smart,Center,Hillblazers,48,Berekuso Warriors,32,Won,Hillblazers,Won,Yes,Substitute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No shots attempted,No shots attempted,No shots attempted,1.0,0.0,0.0,1.0,0.0,0,2.0,35,,62
16,Regular Season,44,2028,Daniel,Center,Hillblazers,37,Berekuso Warriors,36,Won,Hillblazers,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,25,,62
9,Regular Season,44,2028,Daniel,Center,Hillblazers,26,Longshots,42,Lost,Longshots,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,27,,62
4,Regular Season,44,2028,Daniel,Center,Hillblazers,23,Ashknights,42,Lost,Ashknights,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,24,,62
12,Regular Season,44,2028,Daniel,Center,Hillblazers,39,Longshots,45,Lost,Longshots,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,21,,62
17,Regular Season,44,2028,Daniel,Center,Hillblazers,50,Los Astros,19,Won,Hillblazers,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,29,,62
8,Regular Season,44,2028,Daniel,Center,Hillblazers,47,Ashknights,56,Lost,Ashknights,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,22,,62
18,Regular Season,44,2028,Daniel,Center,Hillblazers,48,Berekuso Warriors,32,Won,Hillblazers,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,32,,62
16,Regular Season,45,2028,Awuah,Forward,Berekuso Warriors,36,Hillblazers,37,Lost,Hillblazers,,Yes,Starter,5.0,8.0,0.0,7.0,2.0,2.0,5.0,15.0,20.0,25,0,50,5.0,2.0,3.0,0.0,2.0,12,10.0,30,,89
16,Regular Season,46,2025,Etornam,Center,Berekuso Warriors,36,Hillblazers,37,Lost,Hillblazers,,Yes,Starter,5.0,9.0,0.0,4.0,1.0,6.0,5.0,13.0,18.0,27.78,0,14.29,8.0,3.0,2.0,3.0,0.0,11,14.0,35,Rookie,89
16,Regular Season,47,2025,Jeffrey,Center,Berekuso Warriors,36,Hillblazers,37,Lost,Hillblazers,,Yes,Starter,2.0,7.0,1.0,1.0,1.0,1.0,3.0,8.0,11.0,27.27,50,50,7.0,0.0,1.0,0.0,0.0,8,11.0,29,Rookie,89
16,Regular Season,48,2028,Mark-Anthony,Forward,Berekuso Warriors,36,Hillblazers,37,Lost,Hillblazers,,Yes,Starter,0.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,25,100,No shots attempted,1.0,0.0,0.0,1.0,2.0,3,1.0,35,,89
16,Regular Season,49,2025,Doron,Center,Berekuso Warriors,36,Hillblazers,37,Lost,Hillblazers,,Yes,Starter,1.0,3.0,0.0,2.0,0.0,0.0,1.0,5.0,6.0,16.67,0,No shots attempted,0.0,0.0,0.0,0.0,1.0,2,-3.0,37,Rookie,89
16,Regular Season,50,2025,Gilchrist,Guard,Berekuso Warriors,36,Hillblazers,37,Lost,Hillblazers,,Yes,Substitute,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0,No shots attempted,No shots attempted,4.0,0.0,0.0,1.0,0.0,0,2.0,36,Rookie,89
16,Regular Season,51,2026,Samuel,Forward,Berekuso Warriors,36,Hillblazers,37,Lost,Hillblazers,,Yes,Substitute,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,No shots attempted,No shots attempted,2.0,2.0,0.0,0.0,2.0,0,1.0,32,,89
16,Regular Season,52,2025,Jonathan,Guard,Berekuso Warriors,36,Hillblazers,37,Lost,Hillblazers,,Yes,Substitute,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,No shots attempted,No shots attempted,3.0,0.0,0.0,1.0,1.0,0,2.0,33,Rookie,89
16,Regular Season,53,2025,Kelvin,Guard,Berekuso Warriors,36,Hillblazers,37,Lost,Hillblazers,,Yes,Substitute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No shots attempted,No shots attempted,No shots attempted,1.0,0.0,0.0,0.0,1.0,0,0.0,32,Rookie,89
16,Regular Season,54,2026,Shemuel,Guard,Berekuso Warriors,36,Hillblazers,37,Lost,Hillblazers,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,20,,89
16,Regular Season,55,2028,Nathan,Guard,Berekuso Warriors,36,Hillblazers,37,Lost,Hillblazers,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,30,,89
16,Regular Season,56,2028,Darrell,Center,Berekuso Warriors,36,Hillblazers,37,Lost,Hillblazers,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,26,,89
16,Regular Season,57,2028,Papa Kojo,Guard,Berekuso Warriors,36,Hillblazers,37,Lost,Hillblazers,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,33,,89
16,Regular Season,58,2028,Bradley,Forward,Berekuso Warriors,36,Hillblazers,37,Lost,Hillblazers,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,31,,89
16,Regular Season,59,2028,Vladimir,Guard,Berekuso Warriors,36,Hillblazers,37,Lost,Hillblazers,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,29,,89
16,Regular Season,60,2027,Ice,Center,Berekuso Warriors,36,Hillblazers,37,Lost,Hillblazers,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,37,,89
16,Regular Season,61,2027,Dasheen,Guard,Berekuso Warriors,36,Hillblazers,37,Lost,Hillblazers,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,33,,89
3,Regular Season,45,2028,Awuah,Forward,Berekuso Warriors,37,Ashknights,46,Lost,Ashknights,,Yes,Starter,4.0,10.0,2.0,7.0,4.0,4.0,6.0,17.0,23.0,26.09,22.22,50,10.0,2.0,3.0,0.0,1.0,18,21.0,29,,89
19,Regular Season,45,2028,Awuah,Forward,Berekuso Warriors,44,Los Astros,15,Won,Berekuso Warriors,,Yes,Starter,4.0,6.0,1.0,8.0,4.0,3.0,5.0,14.0,19.0,26.32,11.11,57.14,7.0,1.0,2.0,0.0,0.0,15,17.0,26,,89
11,Regular Season,45,2028,Awuah,Forward,Berekuso Warriors,45,Longshots,52,Lost,Longshots,,Yes,Starter,5.0,4.0,1.0,6.0,0.0,2.0,6.0,10.0,16.0,37.5,14.29,0,1.0,4.0,2.0,0.0,1.0,13,13.0,30,,89
6,Regular Season,45,2028,Awuah,Forward,Berekuso Warriors,11,Ashknights,73,Lost,Ashknights,Lost,Yes,Starter,0.0,4.0,0.0,4.0,1.0,1.0,0.0,8.0,8.0,0,0,50,3.0,2.0,3.0,0.0,0.0,1,1.0,32,,89
20,Regular Season,45,2028,Awuah,Center,Berekuso Warriors,29,Los Astros,27,Won,Berekuso Warriors,Won,Yes,Starter,6.0,11.0,0.0,2.0,1.0,3.0,6.0,13.0,19.0,31.58,0,25,1.0,2.0,3.0,1.0,2.0,13,9.0,36,,89
14,Regular Season,45,2028,Awuah,Forward,Berekuso Warriors,38,Longshots,49,Lost,Longshots,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,32,,89
18,Regular Season,45,2028,Awuah,Guard,Berekuso Warriors,32,Hillblazers,48,Lost,Hillblazers,Lost,Yes,Starter,2.0,12.0,0.0,7.0,2.0,4.0,2.0,19.0,21.0,9.52,0,33.33,6.0,1.0,4.0,0.0,0.0,6,-2.0,20,,89
3,Regular Season,46,2025,Etornam,Forward,Berekuso Warriors,37,Ashknights,46,Lost,Ashknights,,Yes,Starter,1.0,8.0,0.0,4.0,0.0,0.0,1.0,12.0,13.0,7.69,0,No shots attempted,9.0,3.0,2.0,1.0,3.0,2,3.0,26,Rookie,89
19,Regular Season,46,2025,Etornam,Guard,Berekuso Warriors,44,Los Astros,15,Won,Berekuso Warriors,,Yes,Starter,6.0,6.0,0.0,1.0,0.0,2.0,6.0,7.0,13.0,46.15,0,0,3.0,0.0,2.0,5.0,3.0,12,16.0,32,Rookie,89
11,Regular Season,46,2025,Etornam,Center,Berekuso Warriors,45,Longshots,52,Lost,Longshots,,Yes,Starter,4.0,8.0,0.0,2.0,0.0,0.0,4.0,10.0,14.0,28.57,0,No shots attempted,10.0,2.0,5.0,1.0,4.0,8,16.0,23,Rookie,89
6,Regular Season,46,2025,Etornam,Forward,Berekuso Warriors,11,Ashknights,73,Lost,Ashknights,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,31,Rookie,89
20,Regular Season,46,2025,Etornam,Guard,Berekuso Warriors,29,Los Astros,27,Won,Berekuso Warriors,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,26,Rookie,89
14,Regular Season,46,2025,Etornam,Forward,Berekuso Warriors,38,Longshots,49,Lost,Longshots,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,26,Rookie,89
18,Regular Season,46,2025,Etornam,Forward,Berekuso Warriors,32,Hillblazers,48,Lost,Hillblazers,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,27,Rookie,89
3,Regular Season,47,2025,Jeffrey,Forward,Berekuso Warriors,37,Ashknights,46,Lost,Ashknights,,Yes,Starter,2.0,4.0,1.0,0.0,3.0,2.0,3.0,4.0,7.0,42.86,100,60,12.0,1.0,3.0,0.0,3.0,10,23.0,20,Rookie,89
19,Regular Season,47,2025,Jeffrey,Guard,Berekuso Warriors,44,Los Astros,15,Won,Berekuso Warriors,,Yes,Starter,1.0,3.0,0.0,1.0,0.0,2.0,1.0,4.0,5.0,20,0,0,6.0,0.0,2.0,0.0,1.0,2,4.0,39,Rookie,89
11,Regular Season,47,2025,Jeffrey,Forward,Berekuso Warriors,45,Longshots,52,Lost,Longshots,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,22,Rookie,89
6,Regular Season,47,2025,Jeffrey,Center,Berekuso Warriors,11,Ashknights,73,Lost,Ashknights,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,36,Rookie,89
20,Regular Season,47,2025,Jeffrey,Center,Berekuso Warriors,29,Los Astros,27,Won,Berekuso Warriors,Won,Yes,Starter,2.0,6.0,1.0,2.0,3.0,3.0,3.0,8.0,11.0,27.27,33.33,50,13.0,1.0,2.0,0.0,1.0,10,20.0,32,Rookie,89
14,Regular Season,47,2025,Jeffrey,Forward,Berekuso Warriors,38,Longshots,49,Lost,Longshots,Lost,Yes,Starter,4.0,6.0,0.0,2.0,2.0,2.0,4.0,8.0,12.0,33.33,0,50,12.0,4.0,2.0,0.0,1.0,10,23.0,37,Rookie,89
18,Regular Season,47,2025,Jeffrey,Forward,Berekuso Warriors,32,Hillblazers,48,Lost,Hillblazers,Lost,Yes,Starter,3.0,5.0,0.0,4.0,3.0,0.0,3.0,9.0,12.0,25,0,100,10.0,0.0,3.0,0.0,1.0,9,18.0,23,Rookie,89
3,Regular Season,48,2028,Mark-Anthony,Forward,Berekuso Warriors,37,Ashknights,46,Lost,Ashknights,,Yes,Starter,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0,0,No shots attempted,1.0,1.0,0.0,0.0,1.0,0,-3.0,21,,89
19,Regular Season,48,2028,Mark-Anthony,Center,Berekuso Warriors,44,Los Astros,15,Won,Berekuso Warriors,,Yes,Starter,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,80,No shots attempted,No shots attempted,4.0,2.0,2.0,0.0,2.0,8,17.0,38,,89
11,Regular Season,48,2028,Mark-Anthony,Forward,Berekuso Warriors,45,Longshots,52,Lost,Longshots,,Yes,Starter,4.0,1.0,0.0,3.0,1.0,1.0,4.0,4.0,8.0,50,0,50,7.0,3.0,1.0,0.0,0.0,9,20.0,20,,89
6,Regular Season,48,2028,Mark-Anthony,Forward,Berekuso Warriors,11,Ashknights,73,Lost,Ashknights,Lost,Yes,Starter,2.0,7.0,1.0,5.0,0.0,0.0,3.0,12.0,15.0,20,16.67,No shots attempted,0.0,1.0,1.0,1.0,1.0,7,0.0,21,,89
20,Regular Season,48,2028,Mark-Anthony,Forward,Berekuso Warriors,29,Los Astros,27,Won,Berekuso Warriors,Won,Yes,Starter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No shots attempted,No shots attempted,No shots attempted,0.0,0.0,0.0,0.0,1.0,0,-1.0,31,,89
14,Regular Season,48,2028,Mark-Anthony,Forward,Berekuso Warriors,38,Longshots,49,Lost,Longshots,Lost,Yes,Starter,3.0,6.0,0.0,4.0,0.0,0.0,3.0,10.0,13.0,23.08,0,No shots attempted,3.0,0.0,0.0,0.0,5.0,6,-3.0,40,,89
18,Regular Season,48,2028,Mark-Anthony,Guard,Berekuso Warriors,32,Hillblazers,48,Lost,Hillblazers,Lost,Yes,Starter,1.0,3.0,0.0,5.0,2.0,1.0,1.0,8.0,9.0,11.11,0,66.67,6.0,0.0,1.0,0.0,0.0,4,5.0,34,,89
3,Regular Season,49,2025,Doron,Forward,Berekuso Warriors,37,Ashknights,46,Lost,Ashknights,,Yes,Starter,0.0,2.0,0.0,4.0,0.0,0.0,0.0,6.0,6.0,0,0,No shots attempted,0.0,0.0,0.0,0.0,1.0,0,-7.0,35,Rookie,89
19,Regular Season,49,2025,Doron,Forward,Berekuso Warriors,44,Los Astros,15,Won,Berekuso Warriors,,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,27,Rookie,89
11,Regular Season,49,2025,Doron,Guard,Berekuso Warriors,45,Longshots,52,Lost,Longshots,,Yes,Substitute,0.0,1.0,1.0,6.0,0.0,0.0,1.0,7.0,8.0,12.5,14.29,No shots attempted,0.0,0.0,0.0,2.0,1.0,3,-2.0,35,Rookie,89
6,Regular Season,49,2025,Doron,Center,Berekuso Warriors,11,Ashknights,73,Lost,Ashknights,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,36,Rookie,89
20,Regular Season,49,2025,Doron,Center,Berekuso Warriors,29,Los Astros,27,Won,Berekuso Warriors,Won,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,33,Rookie,89
14,Regular Season,49,2025,Doron,Guard,Berekuso Warriors,38,Longshots,49,Lost,Longshots,Lost,No,Substitute,,,,,,,,,,No shots attempted,No shots attempted,No shots attempted,,,,,,0,,21,Rookie,89
